22	John Chard	Ah, but you have heard of me.    The crew of the Black Pearl are cursed by something most unimaginable, the only way to lift the curse is to return a lost Aztec coin to its treasure chest home. In the way of them achieving their goal is the British Governor's daughter, the son of Bootstrap Turner, oh and a former comrade by the name of Captain Jack Sparrow who the crew had left to die on an island some time ago.    It's now common knowledge that Pirates Of The Caribbean is a film based upon a theme park ride of the same name, tho that ride is not actually a roller-coaster, it's fair to say that this film most assuredly is. A swashbuckling ripper of an adventure yarn cramming in every pirate film staple it can and pouring on layers of charm at every turn. Into the broth goes romance, comedy and striking adventure, and director Gore Verbinski even manages to give the children watching little slices of horror, not enough to keep them up at night, but enough to bring on an uneasy grin.    It's unashamedly commercial, produced by that purveyor of OTT entertainment values, Jerry Bruckheimer, it was to be expected, but few blockbusting movies of the new age can lay claim to being such an out and out reason for having fun, and this this is the reason why Pirates has few peers, it knows its reason for being, it's not taking itself seriously, the audience is not being hoodwinked in any way, it is having fun because so is the film and so is crucially, its impressive cast. Johnny Depp as Sparrow is having the time of his life, basing the character around the dubious mannerisms of Rolling Stone icon, Keith Richards, it works to its highest potential and Depp is simply wonderful in the role. Keira Knightley {perfectly cast}, Orlando Bloom, Geoffrey Rush, Jack Davenport, Jonathan Pryce and Mackenzie Crook all do what was asked, which is essentially say your lines right and have a blast with it, it really is that sort of picture.    The subsequent sequels would forget what made this first offering so enjoyable, foregoing the outrageous sense of fun for a dark sheen and character development. That is a shame, but at the least we still have this wonderful picture to go back to time and time again, to lift you up when one is down or to keep one happy when one is already in that happy place, The Curse Of The Black Pearl is a joy from start to finish. 9/10
24	Manwithnoname123	This is the movie he made after Jackie Brown. I thought I might just point that out. A big budget, larger scale action blockbuster. This is the one that would change the direction of Tarantino's films. And honestly, it might be my favorite besides Pulp Fiction.    This movie oozes with style and beautifully choreographed action. This movie has an anime section akin to Japanese anime. That's some cool stuff. Even the non-action parts are some really good stuff. Like the guy from the old Street Fighter movies as Hatori Hanzo and making the Bride's sword. And the fantastic soundtrack. The great opening scene where the Bride gets shot and then the somber "Bang Bang" by Nancy Sinatra plays.     But of course, the amazingly choreographed action makes this movie. A lot of it is showcased in the Crazy 88 fight and the few fights before it. It has some brilliant uses of the style. Of course, there's black and white which was actually used to avoid an NC-17, but works very effectively. And the beautifully shot battle between the Bride and O-Ren. No music really adds a lot to it. It's quiet and oh so effective compared to the loud blood fest of the Crazy 88.     But there's also the opening hand to hand fight scene with Vernita Green which is also very well edited. Very surprising scene as it is interrupted by Green's daughter coming home and then they talk. And it starts back again as quickly as it began and then ends once again with a knife to Vernita's chest. What a brilliant tension filled scene.    The movie also never takes itself too seriously. That's for the sequel. But the fun action and style leads the whole way. Also along with Buck, and other fun scenes. Lest we forget other great scenes like the whistle scene as Elle Driver comes to kill the Bride in her sleep. Or interrogating Sophie. "These will be things you will miss." I love it.    Honestly, it might be the best action movie of the 2000s, at least for me. And Tarantino has a lot of my favorite movies. Maybe I enjoy his movies a bit too much. But even with that, it's one of the my favorites. Kill Bill Vol 1 gets a 10/10
24	John Chard	Not so hush hush but very much on the QT.    After being gunned down on her wedding day by her former colleagues, assassin Black Mamba (Uma Thurman) rouses from a four year coma with only one thing on her mind, revenge! Striking up a death list of five, she sets off for bloody retribution.    Quentin Tarrantino writes and directs what is in all truth, a homage to all the cinema conventions close to his heart. Think an amalgamation of chop-socky, sexploitation, samurai, spaghetti Westerns, anime and cop shows of years past, and you get the heart of Kill Bill. A film that was so epic in scope it had to be cut into two films. What it lacks in Tarrantino dialogue dynamite it more than makes up for with action and astute visual flair. And it's bloody, very bloody. Thurman is great as the avenging Mamba/The Bride, while the inclusion of Sonny Chiba & Lucy Liu adds a touch of class as QT revels in his East meets West berserker narrative. It could have been trimmed down, particularly in the middle section where Tarrantino deals in a calm before the storm ideal, but Volume 1 was one of the most exciting movies of 2003, and most notably it shows Tarrantino to be adept at action directing. His action skills perhaps explains why the script doesn't crackle with the wit and panache of his previous offerings? You sense he wants more than the words "fine writer" engraved on his granite mined Curriculum Vitae.    Hugely enjoyable with a neat end of film cliffhanger, roll on part 2... 8/10
24	Wuchak	Uma Thurman as an anti-superheroine      RELEASED IN 2003 and written/directed by Quentin Tarantino, "Kill Bill: Vol. 1" is an action/thriller/fantasy starring Uma Thurman as The Bride who seeks vengeance on the team of assassins who betrayed her, a group of which she once belonged. Her journey takes her from El Paso to Pasadena to Okinawa. Vivica A. Fox, Lucy Liu, ravishing Julie Dreyfus and Michael Madsen appear as various assassins or accomplices.    "Kill Bill” is a creative mish-mash of 60s-70's Bond-isms, Spaghetti Westerns and martial arts flicks, but with modern production values. It sometimes plays like a superhero movie in that The Bride is essentially an anti-superheroine who mows down literally armies of skilled fighters, e.g. the overly drawn-out B&W fight with the Crazy 88s. I loved the inclusion of Ennio Morricone's "Death Rides a Horse."    On the downside, there’s an overlong lame anime sequence and the characters lack substance and realism, but who can deny the film’s pizzazz? Sure, it’s style over substance, but it’s entertaining in a voguish, quirky way. Since both parts were meant to be ONE MOVIE, it’s mandatory to see “Vol. 2” to properly appreciate and appraise “Kill Bill.” The second part fills in the holes.    THE MOVIE RUNS 111 minutes and was shot in Texas, California, Mexico, Tokyo, Beijing and Hong Kong.    GRADE: B/B- (6.5/10)
33	redTed	Quite easily the finest western ever made and very close to the greatest film ever made. It won loads of Oscars and other film awards in 1993, but it still should have won more.   Talk about a man at his peak ? This has Clint Eastwood, Gene Hackman, Richard Harris, Morgan Freeman and virtual rookie, Jaimz Woolvett as The Schofield Kid, all putting in magnificent, career defining performances. Not to mention the bit players who all add to this stunningly captivating film.    Weak points ? There are none. Every frame is a gem. It has plenty of dark humour. A few touching moments where you would think it wasn't possible. Sadistic and brutal fight scenes and then it has Clint Eastwood riding into town for the final terrifying, yet totally satisfying, showdown.     How Al Pacino (The Scent of a Woman) beat Clint to Best Actor in 1993 is a mystery of modern times. Right up there with how The Shawshank Redemption didn't win anything of note in '95 but is now regarded as possibly the greatest film of all time by many people.
38	Andres Gomez	Fresh and surprising with great script, dialogues and cut. The cast is also fantastic.
59	Gimly	Probably Cronenberg's most mundane work, but that's not even remotely a knock against _A History of Violence_. I hear tell that fans of the comic don't much like this big screen re-telling, but I've never read it, so I'm gonna go ahead and really enjoy it anyway.    _Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._
62	markuspm	There are many great predictions hinting to future (it is from 1968 - can you believe it?) innovations throughout the movie. I might not have found all them because I keep falling asleep while watching it but I will keep trying to find them all.
62	izgzhen	I believe that we should call it a modernism show, albeit exhibited in the form of a movie. While it might feel "boring", it forces you to rethink what philosophical level that a two-hour film can achieve. The focus on questions about life, intelligence, and time, is worth more attention than the sci-fi part (though the special effect of this movie is already way ahead of its time).
62	tmdb47633491	The eighth wonder of the world. Easily 30+ viewings since I was a little kid. Nothing new to say here; simply wanted to add another pair of hands to the ocean of applause for my absolute favorite thing, the only indisputably perfect movie, the answer to the question of Is Life Worth Living, Man's greatest achievement, two thousand one a burger-flipping space odyssey
64	lmao7	Now this is…really something different like the story and Benigno. I know what he did was so so wrong but I felt bad for him. Such a heartbreaking story and I love how the friendship was formed, although I really didn’t care about the writer and matador. I just couldn’t stop watching this film when I saw it on Sundance, until the ending, like the butt shakin partner dance before the end credits. It may be the music. And of course…Paz Vega’s black and white silent film, the shrinking man who went inside her…literally!
68	chadrico	One of my all time favourite sci fi movies. Set the bench mark for modern sci fi, should be considered a great like Blade Runner.  Great acting, story, soundtrack! 5/5
69	Rob	A great example of bad casting, Cash was over 6'
70	Wuchak	***Female “Rocky” with a downbeat and contradictory close***    Released in 2004 and directed by Clint Eastwood, “Million Dollar Baby” stars Eastwood as a cantankerous boxing trainer who owns a working class gym in Los Angeles, which is maintained by one of his former boxers, the narrator of the story (Morgan Freeman). A waitress from the sticks of Missouri (Hilary Swank) shows up and asks that Frankie (Eastwood) train her, which he refuses to do because she’s too old at 32 and he “doesn’t train girls,” probably because he had an unexplained falling out with his daughter years earlier. Eventually he begrudgingly agrees.    The bulk of the film is basically a female version of “Rocky” (1976), except that I prefer the potent drama in this one. The three main characters are well fleshed-out with an all-around reverent tone, not to mention an occasional bit of mild amusement. Frankie and Maggie (Swank) slowly develop a father/daughter-type relationship and it’s touching.    The third act, however, takes a left turn that is seriously downbeat. It departs from sports movie formula with a message that contradicts everything the first two acts pushed, which is inexplicable. Sure, I ‘get’ the point: A certain person basically sacrifices everything to do what’s (supposedly) best for the situation and honor the will of a dearly loved soul. Nevertheless, it’s a dark turn that leaves a sour taste because it refutes the positive message of the first two-thirds of the story.    The film runs 2 hours, 12 minutes and was shot in Los Angeles.    GRADE: B-/C+
76	edward	Box office $ 5.5 million    This was the first time I saw a movie that had nothing close to a human antagonist, yet it kept me glued to the screen. Sure I've read a few novels of the kind but surely they weren't "oh I'm glued" stuff. Everybody at least once in their life dreams of something like this and this movie makes it believable. After watching the movie I really thought that Ethan & Julie must have dated 'cause their conversations were just flowing. Definitely a must see.
77	John Chard	We all lie to ourselves to be happy.    It's not until a film like Memento comes along, or that you personally have to deal with someone close who suffers a form of this subject to hand, that you get jolted to remember just how your memory is such a prized and treasured thing - and crucially that it's one of your key safety devices.    Christopher and Jonathan Nolan crafted one of the best films of 2000 based on those facets of the human condition. Their protagonist is Leonard Shelby, played with stupendous believability by Guy Pearce, who is suffering from a memory amnesia caused by a trauma to the head as he tried to aide his wife who was raped and murdered. He can remember things before the incident, but anything post that and he can't form a memory. So who can he trust? Does he know any of the few people who appear to be in his life at the present time? He tattoos his body to help him remember, constantly writes notes to keep him alert in his now alien world, while all the time he is on the search for the man who ruined his life.    Christopher Nolan plants the audience right into Leonard's world. By using a reverse story telling structure it's deliberately complex and ingenious given that it opens with the ending! It has been argued that it's trickery for trickery sake, style over substance, but the way each scene is built upon in the narrative is a thing of high quality, it's all relevant and demands the closest of attention from the viewer, where cheekily we are ourselves asked to form memories of prior narrative passages. Mystery is strong throughout, the characters currently in Leonard's life may have different means and motives, it keeps us alert, with the confusion, lies, manipulations, enigmas and amnesia angles booming with neo-noir vibrancy. And the Nolan's know their noir of course, adding a narrator who is hard to define or trust himself!    The reverse structure wasn't new in 2000, but Christopher Nolan picks up the idea and adds new strands to it, simultaneously bringing his visual ticks as David Julyan's musical score shifts from elegiac forebodings to pulse pounding dread, and as evidenced by the darling easter egg option that allows one to watch it in chronological order, it's a damn fine thriller without the reverse trickery anyway. Super. 9/10
77	talisencrw	Excellent. I can't believe I've finally gotten around to watching all of Christopher Nolan's films (I have 'The Prestige' on DVD, but have yet to see it), but it's been well worth the wait. There are a couple of handful of English-language directors operating right now that I will make sure I watch every single film of, and Nolan has become one of those for me, and rightfully so. A very fine twist on the noir framework.
77	mattwilde123	‘Memento’ is director Christopher Nolan’s tribute to classic film noir tales of revenge and mystery. By adding a new twist to traditional conventions, Nolan is able to consume and grip the viewer throughout the entire film and for years after. The aspect that differentiates this neo-noir from its competitors today is its jumbled and complex narrative which continually moves backwards in time. The viewers first see the main character complete his revenge murder (a triumphant scene we usually associate with the ending of film noirs). We then begin to see events unfold backwards and the reason for this becomes clear.    Leonard Shelby (Guy Pearce) and his wife are attacked in their home. His wife is murdered but Guy Pearce is left with a brain condition that disables him from creating anymore short-term memory. Constantly being reminded of the horror of the situation, he is relentlessly spurred on to get his revenge on his wife’s killer. As the viewer progresses through the film, they begin to feel more and more like Lenny. The audience have no idea of what has happened prior to the scene currently showing and so we are left feeling the same confusion as our protagonist. To cope with his condition, he maintains a system of notes, photographs, and tattoos to record information about himself and others, including his wife's killer. He is aided in his investigation by "Teddy" (Joe Pantoliano) and Natalie (Carrie-Anne Moss), neither of whom he can really trust (both of the latter actors starred together in ‘The Matrix (1999)’ in which Pantoliano was not to be trusted, disorientating the informed viewer more).    The film's events unfold in two separate, alternating narratives—one in colour, and the other in black and white. Leonard's investigation is depicted in five-minute colour sequences that are in reverse chronological order, however, the short black and white scenes are shown in chronological order and show Leonard on the phone to a mysterious stranger having a conversation that the viewers cannot understand (these sequences are more direct references to the film noir genre that Christopher Nolan is embracing). This style of directing makes the audience completely empathise with Leonard’s situation as you never know more than he does, but also it creates huge comedic and emotional moments which rely heavily on the notion of dramatic irony.    With Nolan’s use of handheld camera work, an overtone of pink colouring, and sharp editing (the only transition effects in use are occasional fade outs) the viewer is made to feel disorientated and is therefore able to empathise more with Leonard’s character. The original idea was a short story by Nolan’s brother, Jonathan who also helped with the screenplay. The dialogue in the film is its best feature with its insightful, powerful and heart-wrenching speeches about the nature of memory. As we learn how we rely upon memory for our sense of reality, we begin to question reality itself.  The idea of faith and constant references to the bible can make the entire film a metaphor for people’s faith in Christianity or any other religion at that.    ★★★★★
78	Vincent	**Planet Noir**    I declare _Blade Runner_ the best sci-fi movie of all time. Arguments? No? Okay. So long. Please upvote the guest book on your way out.    WAIT! There's more. At the risk of whistling conspiracies and setting off inappropriate vibrations in your slacks, you see, this Ridley K. Dick concoction is going on right now. While we're all transfixed by the endlessly goofy droppings from the web, forever staring down and swiping things on our smarty-pants phones, retweeting selfies of infinitely mirrored  selfies; proliferating at light speed, every aspect of humanity is being replicated, perfected, mechanized, optimized, upgraded, fortified, robofied, Googlized, quantumized, DNA'd and NSA'd and will soon converge to fall upon and supplant us, and Harrison Ford, despite looking trim for his years, will be too old to stop it! And the irony to end all ironies is that we, as the irresponsibly arrogant, over-infested and narcissistic caretakers and consumers, and the colossal defecators of this broken-down, flea-bag of a planet, are entirely fundamentally responsible. No, the irony of all ironies is that a world exclusively dominated by self-correcting technocratic cyborgs with zettabytes of artificial intelligence will be a vast improvement. The androids are saving the planet! AHHH, run for your life! Blade Runner is both an expired cautionary tale and emerging utopian fantasy.    Oh, you knew this already? Very well. Carry on. Enjoy your self-driving cars and virtual nature tours.
78	John Chard	Retirement - Replicants - Resplendent.     Blade Runner is one of those glorious films that has gained in popularity the older it has gotten. Ridley Scott's follow up to the critical and commercial darling that was Alien, was by and large considered a flop and damned for not being a science fiction action blockbuster. There was of course some fans who recognised its many many strengths during the initial weeks of its 1982 release, but many who now claim to have loved it back then are surely looking sheepishly in the mirror these days, for the hard-core minority of 82 fans remember it very differently.     Remember the spider that lived outside your window? Orange body, green legs. Watched her build a web all summer, then one day there's a big egg in it. The egg hatched...     Anyway, that's by the by, the point being that a film can sometimes be ahead of its time, misunderstood or miss-marketed, Scott's masterpiece is one such case. Story, adapted in fashion from Philip K. Dick's story, Do Androids Dream of Electric Sheep? Is pretty simple. It's a dystopian Los Angeles, 2019, and there are four genetically engineered Replicants - human in appearance - in the city, which is illegal. They were designed to work on off-world colonies, any Replicant who defies the rules will be retired by special police assassins known as Blade Runners, and Blade Runner Rick Deckard (Harrison Ford) is on this case. A case that will prove to have many layers...     A new life awaits you in the Off-world colonies! A chance to begin again in a golden land of opportunity and adventure!     Ridley Scott gets to have all his cakes to eat here, managing to blend intriguing science fiction with film noir. That the visuals are outstanding is a given, even the film's most hardest critics grudgingly acknowledge this to be an eye popping piece of visual class - the mention of eyes is on purpose since it's forms a key narrative thread. That it is awash with eye orgasms has led to critics calling a charge of beauty over substance, but the deep themes at work here tickle the brain and gnaw away at the senses.     Quite an experience to live in fear, isn't it? That's what it is to be a slave.     Mood is set at perpetually bleak, a classic film noir trait, and paced accordingly. Scott isn't here to perk anyone up, he's here to ask questions whilst filtering his main characters through a prism of techno decay, of humanity questioned to the max, for a film so stunning in visuals, it's surprisingly nightmarish at its core. The emotional spine is ever present, troubled when violence shows its hand, but it's there posing an intriguing question as the Replicants kill because they want to live. And this as our antagonist, Deckard (Ford a brilliantly miserable Marlowe clone), starts to fall for Rachael (a sensually effective femme fatale portrayal), one of his retirement targets.     Tears in the Rain.     As Rutger Hauer (never better) saunters more prominently into the story as head Replicant Roy Batty, the pic evolves still more. Haunting lyricism starts pulsing away in conjunction with Vangelis' rib shaking techno score, while Jordan Cronenweth's cinematography brings Scott's masterful visions to life, key characters one and all. Visuals, aural splendour and dark thematics - so just what does it mean to be human? - Indeed, curl as one in a magnificent cinematic achievement. A number of cuts of the film are out there, and all of them have fans, but Scott's Final Cut is the one where he had total artistic control, and the scrub up job across the board is quite literally breath taking. 10/10
78	jocosta3	The movie's story didn't do much for me, however I did find parts of it confusing. After watching it I found out that I watched the "Final Cut" which has a completely different ending and different implications from the theatrical release. I didn't understand those implications...I needed to look up the ending online. Whether that's because the movie is confusing or I'm dumb, I can't say. But my friend I watched it with didn't understand it either.    After looking up the end's meaning, I did find it a bit more satisfying. But the main reason this movie is worth watching is the visuals. Not sure I'd watch it again any time soon though.
